"Source","Reference","Target","Status"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/P%C3%A9tala%20Beauty.jpeg","Comercial\prints\Shopee\Pétala Beauty.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Nouf.jpeg","Comercial\prints\Shopee\Nouf.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Ela%20Up.jpeg","Comercial\prints\Shopee\Ela Up.jpeg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/saint.png","Comercial\prints\TIKTOK\saint.png","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/hiven.jpg","Comercial\prints\TIKTOK\hiven.jpg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/lirios.jpg","Comercial\prints\TIKTOK\lirios.jpg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/ysy.jpg","Comercial\prints\TIKTOK\ysy.jpg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/nouf.jpg","Comercial\prints\TIKTOK\nouf.jpg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/mossy.jpg","Comercial\prints\TIKTOK\mossy.jpg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/pangeia.jpg","Comercial\prints\TIKTOK\pangeia.jpg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./prints/TIKTOK/pangeia-story.jpg","Comercial\prints\TIKTOK\pangeia-story.jpg","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./videos/depoimento-1.mp4","Comercial\videos\depoimento-1.mp4","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./videos/depoimento-3.mp4","Comercial\videos\depoimento-3.mp4","OK"
"Comercial\APRESENTACAO-MERCADO-LIVRE.html","./videos/depoimento-2.mp4","Comercial\videos\depoimento-2.mp4","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/saint.png","Comercial\prints\TIKTOK\saint.png","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/hiven.jpg","Comercial\prints\TIKTOK\hiven.jpg","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/lirios.jpg","Comercial\prints\TIKTOK\lirios.jpg","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/ysy.jpg","Comercial\prints\TIKTOK\ysy.jpg","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/nouf.jpg","Comercial\prints\TIKTOK\nouf.jpg","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/mossy.jpg","Comercial\prints\TIKTOK\mossy.jpg","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/pangeia.jpg","Comercial\prints\TIKTOK\pangeia.jpg","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./prints/TIKTOK/pangeia-story.jpg","Comercial\prints\TIKTOK\pangeia-story.jpg","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./videos/depoimento-1.mp4","Comercial\videos\depoimento-1.mp4","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./videos/depoimento-3.mp4","Comercial\videos\depoimento-3.mp4","OK"
"Comercial\APRESENTACAO-SHOPEE.html","./videos/depoimento-2.mp4","Comercial\videos\depoimento-2.mp4","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/saint.png","Comercial\prints\TIKTOK\saint.png","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/hiven.jpg","Comercial\prints\TIKTOK\hiven.jpg","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/lirios.jpg","Comercial\prints\TIKTOK\lirios.jpg","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/ysy.jpg","Comercial\prints\TIKTOK\ysy.jpg","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/nouf.jpg","Comercial\prints\TIKTOK\nouf.jpg","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/mossy.jpg","Comercial\prints\TIKTOK\mossy.jpg","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/pangeia.jpg","Comercial\prints\TIKTOK\pangeia.jpg","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./prints/TIKTOK/pangeia-story.jpg","Comercial\prints\TIKTOK\pangeia-story.jpg","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./videos/depoimento-1.mp4","Comercial\videos\depoimento-1.mp4","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./videos/depoimento-3.mp4","Comercial\videos\depoimento-3.mp4","OK"
"Comercial\APRESENTACAO-TIKTOK-SHOP.html","./videos/depoimento-2.mp4","Comercial\videos\depoimento-2.mp4","OK"
"Comercial\ROTEIRO-CANVA-APRESENTACAO-TIKTOK.html","./APRESENTACAO-TIKTOK-SHOP.html","Comercial\APRESENTACAO-TIKTOK-SHOP.html","OK"
"Elevate 4D\README.html","./Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Elevate 4D\README.html","./Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Elevate 4D\README.html","./Metodologia/ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","OK"
"Elevate 4D\README.html","./One-Pager/ELEVATE-4D-ONE-PAGER.html","Elevate 4D\One-Pager\ELEVATE-4D-ONE-PAGER.html","OK"
"Elevate 4D\README.html","./One-Pager/ELEVATE-4D-ONE-PAGER.pdf","Elevate 4D\One-Pager\ELEVATE-4D-ONE-PAGER.pdf","OK"
"Elevate 4D\README.html","./Fluxo%20de%20Classificacao/","Elevate 4D\Fluxo de Classificacao\index.html","MISSING_FILE"
"Elevate 4D\README.html","./Playbook%20de%20Implantacao/PLAYBOOK-IMPLANTACAO-4D.html","Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","OK"
"Elevate 4D\README.html","./Aplicacoes%20(exemplos)/","Elevate 4D\Aplicacoes (exemplos)\index.html","MISSING_FILE"
"Elevate 4D\README.html","./Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\index.html","MISSING_FILE"
"Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\analise-elevate-4d-mossy-brand-2026-06-11.html","../../Metodologia/ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","OK"
"Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\analise-elevate-4d-mossy-brand-2026-06-11.html","./diagnostico-mossy-brand-2026-05-21.html","Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\diagnostico-mossy-brand-2026-05-21.html","MISSING_FILE"
"Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\analise-elevate-4d-mossy-brand-2026-06-11.html","../../Metodologia/ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","OK"
"Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\analise-elevate-4d-mossy-brand-2026-06-11.html","./diagnostico-mossy-brand-2026-05-21.html","Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\diagnostico-mossy-brand-2026-05-21.html","MISSING_FILE"
"Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\analise-elevate-4d-mossy-brand-2026-06-11.html","../Intake/intake-mossy-brand-2026-05-13.html","Elevate 4D\Aplicacoes (exemplos)\Intake\intake-mossy-brand-2026-05-13.html","MISSING_FILE"
"Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\analise-elevate-4d-mossy-brand-2026-06-11.html","../Estudo Financeiro/estudo-financeiro-mossy-brand-2026-05-21.html","Elevate 4D\Aplicacoes (exemplos)\Estudo Financeiro\estudo-financeiro-mossy-brand-2026-05-21.html","MISSING_FILE"
"Elevate 4D\Aplicacoes (exemplos)\Peach Up\analise-elevate-4d-peachup-2026-06-11.html","../../Metodologia/ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","OK"
"Elevate 4D\Aplicacoes (exemplos)\Peach Up\analise-elevate-4d-peachup-2026-06-11.html","./diagnostico-peachup-2026-05-07.html","Elevate 4D\Aplicacoes (exemplos)\Peach Up\diagnostico-peachup-2026-05-07.html","MISSING_FILE"
"Elevate 4D\Aplicacoes (exemplos)\Peach Up\analise-elevate-4d-peachup-2026-06-11.html","../../Metodologia/ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","OK"
"Elevate 4D\Aplicacoes (exemplos)\Peach Up\analise-elevate-4d-peachup-2026-06-11.html","./diagnostico-peachup-2026-05-07.html","Elevate 4D\Aplicacoes (exemplos)\Peach Up\diagnostico-peachup-2026-05-07.html","MISSING_FILE"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Fluxo%20de%20Classificacao/Guia%20de%20Coleta/GUIA-COLETA-DADOS-4D.html","Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","OK"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Fluxo%20de%20Classificacao/SOP/FLUXO-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Fluxo%20de%20Classificacao/Prompt/PROMPT-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\Prompt\PROMPT-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Fluxo%20de%20Classificacao/CALCULADORA-4D.xlsx","Elevate 4D\Fluxo de Classificacao\CALCULADORA-4D.xlsx","OK"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Fluxo%20de%20Classificacao/Guia%20de%20Coleta/GUIA-COLETA-DADOS-4D.html","Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","OK"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","../Playbook%20de%20Implantacao/PLAYBOOK-IMPLANTACAO-4D.html","Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\ENTRADA-DADOS-4D.html","../../index.html","index.html","OK"
"Elevate 4D\Fluxo de Classificacao\ENTRADA-DADOS-4D.html","./MODELO-RELATORIO-4D.html","Elevate 4D\Fluxo de Classificacao\MODELO-RELATORIO-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\ENTRADA-DADOS-4D.html","./MODELO-PLANEJAMENTO-ESTRATEGICO-4D.html","Elevate 4D\Fluxo de Classificacao\MODELO-PLANEJAMENTO-ESTRATEGICO-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\ENTRADA-DADOS-4D.html","./vendor/xlsx.full.min.js","Elevate 4D\Fluxo de Classificacao\vendor\xlsx.full.min.js","OK"
"Elevate 4D\Fluxo de Classificacao\ENTRADA-DADOS-4D.html","./entrada-config.js","Elevate 4D\Fluxo de Classificacao\entrada-config.js","OK"
"Elevate 4D\Fluxo de Classificacao\SUPABASE-SETUP-4D.html","./ENTRADA-DADOS-4D.html","Elevate 4D\Fluxo de Classificacao\ENTRADA-DADOS-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\SUPABASE-SETUP-4D.html","./entrada-config.js","Elevate 4D\Fluxo de Classificacao\entrada-config.js","OK"
"Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","../SOP/FLUXO-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","../CALCULADORA-4D.xlsx","Elevate 4D\Fluxo de Classificacao\CALCULADORA-4D.xlsx","OK"
"Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","../Prompt/PROMPT-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\Prompt\PROMPT-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","../ENTRADA-DADOS-4D.html","Elevate 4D\Fluxo de Classificacao\ENTRADA-DADOS-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","../CALCULADORA-4D.xlsx","Elevate 4D\Fluxo de Classificacao\CALCULADORA-4D.xlsx","OK"
"Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","../Prompt/PROMPT-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\Prompt\PROMPT-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","../CALCULADORA-4D.xlsx","Elevate 4D\Fluxo de Classificacao\CALCULADORA-4D.xlsx","OK"
"Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","../Guia%20de%20Coleta/GUIA-COLETA-DADOS-4D.html","Elevate 4D\Fluxo de Classificacao\Guia de Coleta\GUIA-COLETA-DADOS-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","../../Aplicacoes%20(exemplos)/","Elevate 4D\Aplicacoes (exemplos)\index.html","MISSING_FILE"
"Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","../../Metodologia/ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","OK"
"Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","../Prompt/PROMPT-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\Prompt\PROMPT-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","../CALCULADORA-4D.xlsx","Elevate 4D\Fluxo de Classificacao\CALCULADORA-4D.xlsx","OK"
"Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","../Fluxo%20de%20Classificacao/SOP/FLUXO-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","../Fluxo%20de%20Classificacao/Prompt/PROMPT-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\Prompt\PROMPT-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Metodologia\ELEVATE-4D-METODOLOGIA-DIAGNOSTICO.html","../Fluxo%20de%20Classificacao/CALCULADORA-4D.xlsx","Elevate 4D\Fluxo de Classificacao\CALCULADORA-4D.xlsx","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r01","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","../Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-COLABORADOR.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-COLABORADOR.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./Documentos%20para%20o%20Cliente/TUTORIAL-CONECTAR-CONTA-ADS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-CONTA-ADS.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-TIKTOK-STUDIO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-TIKTOK-STUDIO.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r02","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r03","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r04","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r05","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r06","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r07","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r08","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./GUIA-REUNIOES-CAPACITACAO-4D.html#r09","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","./PLAYBOOK-IMPLANTACAO-4D.html","Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","../../Formacao/BOAS-PRATICAS-LIVE-TIKTOK.html","Formacao\BOAS-PRATICAS-LIVE-TIKTOK.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","../Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\index.html","MISSING_FILE"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./CHECKLIST-ONBOARDING-4D.xlsx","Elevate 4D\Playbook de Implantacao\CHECKLIST-ONBOARDING-4D.xlsx","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/KIT-ENTRADA-DOCUMENTOS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\KIT-ENTRADA-DOCUMENTOS.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./CHECKLIST-ONBOARDING-4D.xlsx","Elevate 4D\Playbook de Implantacao\CHECKLIST-ONBOARDING-4D.xlsx","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","../One-Pager/ELEVATE-4D-ONE-PAGER.html","Elevate 4D\One-Pager\ELEVATE-4D-ONE-PAGER.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-COLABORADOR.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-COLABORADOR.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/TUTORIAL-CONECTAR-CONTA-ADS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-CONTA-ADS.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-TIKTOK-STUDIO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-TIKTOK-STUDIO.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/COMO-PREENCHER-PRECIFICACAO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\COMO-PREENCHER-PRECIFICACAO.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","../Fluxo%20de%20Classificacao/SOP/FLUXO-CLASSIFICACAO-4D.html","Elevate 4D\Fluxo de Classificacao\SOP\FLUXO-CLASSIFICACAO-4D.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/KIT-ENTRADA-DOCUMENTOS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\KIT-ENTRADA-DOCUMENTOS.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-COLABORADOR.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-COLABORADOR.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/TUTORIAL-CONECTAR-CONTA-ADS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-CONTA-ADS.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-TIKTOK-STUDIO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-TIKTOK-STUDIO.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/COMO-PREENCHER-PRECIFICACAO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\COMO-PREENCHER-PRECIFICACAO.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./CHECKLIST-ONBOARDING-4D.xlsx","Elevate 4D\Playbook de Implantacao\CHECKLIST-ONBOARDING-4D.xlsx","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./Documentos%20para%20o%20Cliente/KIT-ENTRADA-DOCUMENTOS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\KIT-ENTRADA-DOCUMENTOS.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","./FLUXO-ONBOARDING.html","Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","OK"
"Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","../Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\ONE-PAGER-GROWTH-CAMP.html","banner-growth-camp.png","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\banner-growth-camp.png","OK"
"Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","prints-conectar-ads/passo1-partners.png","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\prints-conectar-ads\passo1-partners.png","OK"
"Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","prints-conectar-ads/passo2-add-partner.png","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\prints-conectar-ads\passo2-add-partner.png","OK"
"Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","prints-conectar-ads/passo3-id.png","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\prints-conectar-ads\passo3-id.png","OK"
"Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","prints-conectar-ads/passo4-verificacao.png","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\prints-conectar-ads\passo4-verificacao.png","OK"
"Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","prints-conectar-ads/passo5-advertiser-admin.png","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\prints-conectar-ads\passo5-advertiser-admin.png","OK"
"Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","prints-conectar-ads/passo6-pixels.png","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\prints-conectar-ads\passo6-pixels.png","OK"
